1824,1/16/1965 00:00:00,HH ,,ONIE,,GLITCH,,,,,F                                  ,S,,,,,Live,,,,,
1825,9/25/1959 00:00:00,PN ,,ANDERA,,WHITCOME,,,,,F                                  ,S,,,,,Live,,,,,
1826,9/12/1963 00:00:00,PN ,,ANSELM,,CENTERS,,,,,M                                  ,M,,,,,Live,,,,,
1827,9/25/1959 00:00:00,HH ,,ANGEL,,FOSTER,,,,,M                                  ,S,,,,,Live,,,,,
1828,3/19/1960 00:00:00,PN ,,ANGEL,,CASTEEL,,,,,F                                  ,M,,,,,Live,,,,,
1829,3/19/1960 00:00:00,HH ,,ANNETTE,,PRATER,,,,,F                                  ,M,,,,,Live,,,,,
1830,3/15/1954 00:00:00,PN ,,ANGELITA,,MORTENSEN,,,,,F                                  ,D,,,,,Live,,,,,
1831,3/15/1954 00:00:00,HH ,,ANNETTA,,CARTER,,,,,F                                  ,D,,,,,Live,,,,,
1832,4/8/1948 00:00:00,PN ,,ANGELO,,GUNTER,,,,,M                                  ,S,,,,,Live,,,,,
1833,1/31/1964 00:00:00,PN ,,ANGELLA,,SEITER,,,,,F                                  ,M,,,,,Live,,,,,
1834,8/12/1932 00:00:00,PN ,,ANGELO,,FORTE,,,,,F                                  ,D,,,,,Live,,,,,
1835,7/2/1924 00:00:00,PN ,,INGEBORG,,BAXTER,,,,,F                                  ,S,,,,,Live,,,,,
1836,2/23/1945 00:00:00,PN ,,INGER,,COTTEN,,,,,F                                  ,S,,,,,Live,,,,,
1837,4/8/1948 00:00:00,HH ,,ANGELENA,,HUNTER,,,,,F                                  ,S,,,,,Live,,,,,
1838,3/14/1974 00:00:00,PN ,,ANGELE,,POTTER,,,,,F                                  ,S,,,,,Live,,,,,
1839,3/6/1946 00:00:00,PN ,,ANGELINE,,MASTERS,,,,,F                                  ,D,,,,,Live,,,,,
1840,4/13/1960 00:00:00,PN ,,ANGELYN,,WOOTEN,,,,,F                                  ,S,,,,,Live,,,,,
1841,1/23/1951 00:00:00,PN ,,ANNETT,,SENTER,,,,,F                                  ,M,,,,,Live,,,,,
1842,5/2/1966 00:00:00,PN ,,ANGELIQUE,,BATTERSHELL,,,,,F                                  ,S,,,,,Live,,,,,
1843,3/14/1974 00:00:00,HH ,,ANGELA,,RAFTERY,,,,,F                                  ,S,,,,,Live,,,,,
1844,2/18/1945 00:00:00,PN ,,ANJELICA,,PATTERSON,,,,,F                                  ,M,,,,,Live,,,,,
1845,3/22/1970 00:00:00,PN ,,ANDERSON,,POSTELWAITE,,,,,M                                  ,D,,,,,Live,,,,,
1846,2/18/1945 00:00:00,HH ,,ANNEMARIE,,ROTTER,,,,,F                                  ,M,,,,,Live,,,,,
1847,5/30/1969 00:00:00,PN ,,ANNELLE,,WHITE,,,,,F                                  ,S,,,,,Live,,,,,
1848,5/28/1966 00:00:00,PN ,,INIGO,,HOSTETTER,,,,,M                                  ,M,,,,,Live,,,,,
1849,6/22/1978 00:00:00,PN ,,ANTHONY,,WATTERS,,,,,M                                  ,S,,,,,Live,,,,,
1850,10/19/1964 00:00:00,PN ,,ANTHONY,,MONTGOMERY,,,,,F                                  ,M,,,,,Live,,,,,
1851,5/30/1969 00:00:00,HH ,,ENRIQUE,,HAWTHORNE,,,,,M                                  ,S,,,,,Live,,,,,
1852,12/8/1959 00:00:00,PN ,,ANTIONE,,LEATH,,,,,M                                  ,S,,,,,Live,,,,,
1853,11/6/1957 00:00:00,PN ,,ENRIQUETA,,DEATHRIDGE,,,,,F                                  ,S,,,,,Live,,,,,
1854,12/8/1959 00:00:00,HH ,,ANGIE,,SMITHSON,,,,,F                                  ,S,,,,,Live,,,,,
1855,8/4/1964 00:00:00,PN ,,ANGIE,,SMITHWICK,,,,,M                                  ,D,,,,,Live,,,,,
1856,1/19/1966 00:00:00,PN ,,ANNITA,,SMITH,,,,,F                                  ,D,,,,,Live,,,,,
1857,10/3/1959 00:00:00,PN ,,ANTIONETTE,,SPATH,,,,,F                                  ,M,,,,,Live,,,,,
1858,9/10/1940 00:00:00,PN ,,ANNIKA,,BOOTH,,,,,F                                  ,S,,,,,Live,,,,,
1859,8/4/1964 00:00:00,HH ,,ANNIE,,SOUTH,,,,,F                                  ,D,,,,,Live,,,,,
1860,8/24/1969 00:00:00,PN ,,ANNIS,,SOUTHERN,,,,,F                                  ,S,,,,,Live,,,,,
1861,3/19/1974 00:00:00,PN ,,ANNICE,,SOUTHARD,,,,,F                                  ,S,,,,,Live,,,,,
1862,4/29/1943 00:00:00,PN ,,ENEIDA,,WHITING,,,,,F                                  ,D,,,,,Live,,,,,
1863,8/18/1973 00:00:00,PN ,,INDIA,,HEPTINSTALL,,,,,F                                  ,S,,,,,Live,,,,,
1864,8/24/1969 00:00:00,HH ,,ONEIDA,,CURTIS,,,,,F                                  ,S,,,,,Live,,,,,
1865,10/22/1969 00:00:00,PN ,,ANEIRIN,,PETTIGO,,,,,M                                  ,D,,,,,Live,,,,,
1866,1/7/1971 00:00:00,PN ,,ANGILA,,GRATIOT,,,,,F                                  ,M,,,,,Live,,,,,
1867,8/11/1963 00:00:00,PN ,,INDIRA,,MARTIN,,,,,F                                  ,D,,,,,Live,,,,,
1868,1/15/1964 00:00:00,PN ,,ANIKA,,LATTIMER,,,,,F                                  ,S,,,,,Live,,,,,
1869,4/30/1958 00:00:00,PN ,,ANGLEA,,SARTIN,,,,,F                                  ,M,,,,,Live,,,,,
1870,10/22/1969 00:00:00,HH ,,ANALISA,,HUNTINGTON,,,,,F                                  ,D,,,,,Live,,,,,
1871,9/26/1962 00:00:00,PN ,,ENOLA,,PETTIGROVE,,,,,F                                  ,S,,,,,Live,,,,,
1872,1/18/1941 00:00:00,PN ,,ANGLA,,BENTLEY,,,,,F                                  ,D,,,,,Live,,,,,
1873,4/13/1973 00:00:00,PN ,,INELL,,BENTLE,,,,,F                                  ,S,,,,,Live,,,,,
1874,9/26/1962 00:00:00,HH ,,ANGLE,,TUTTLE,,,,,F                                  ,S,,,,,Live,,,,,
1875,4/1/1962 00:00:00,PN ,,ANAMARIA,,BARTLETT,,,,,F                                  ,M,,,,,Live,,,,,
1876,1/24/1952 00:00:00,PN ,,ANNMARIE,,LITTLE,,,,,F                                  ,M,,,,,Live,,,,,
1877,4/1/1962 00:00:00,HH ,,ANTONIO,,LITTLEFIELD,,,,,F                                  ,M,,,,,Live,,,,,
1878,10/19/1976 00:00:00,PN ,,ANTONIO,,BITTLE,,,,,M                                  ,S,,,,,Live,,,,,
1879,8/27/1942 00:00:00,PN ,,ANTONIETTA,,WHITLATCH,,,,,F                                  ,S,,,,,Live,,,,,
1880,10/19/1976 00:00:00,HH ,,ANTONIA,,HARTMAN,,,,,F                                  ,S,,,,,Live,,,,,
1881,11/20/1954 00:00:00,PN ,,ANTONY,,GARTMAN,,,,,M                                  ,S,,,,,Live,,,,,
1882,11/22/1923 00:00:00,PN ,,ANTOINE,,WHITMORE,,,,,M                                  ,W,,,,,Live,,,,,
1883,11/20/1954 00:00:00,HH ,,ANTOINETTE,,WHITMIRE,,,,,F                                  ,S,,,,,Live,,,,,
1884,12/20/1973 00:00:00,PN ,,ANTONETTE,,DUSTMAN,,,,,F                                  ,S,,,,,Live,,,,,
1885,5/25/1956 00:00:00,PN ,,ANTONINA,,WHITNEY,,,,,F                                  ,S,,,,,Live,,,,,
1886,3/1/1970 00:00:00,PN ,,ANTONETTA,,DEATON,,,,,F                                  ,S,,,,,Live,,,,,
1887,12/22/1978 00:00:00,PN ,,ANTONIA,,TURTON,,,,,M                                  ,S,,,,,Live,,,,,
1888,12/20/1973 00:00:00,HH ,,ANTON,,FACTOR,,,,,M                                  ,S,,,,,Live,,,,,
1889,1/16/1965 00:00:00,PN ,,ANTONE,,FENTON,,,,,M                                  ,S,,,,,Live,,,,,
1890,6/14/1958 00:00:00,PN ,,ANDREW,,LOTTON,,,,,M                                  ,S,,,,,Live,,,,,
1891,1/16/1965 00:00:00,HH ,,ANDREA,,LINTON,,,,,F                                  ,S,,,,,Live,,,,,
1892,8/30/1962 00:00:00,PN ,,ANDRE,,SUTTON,,,,,F                                  ,D,,,,,Live,,,,,
1893,8/30/1962 00:00:00,HH ,,ANDREW,,RECTOR,,,,,F                                  ,D,,,,,Live,,,,,
1894,8/25/1969 00:00:00,PN ,,INGRID,,LISTON,,,,,F                                  ,M,,,,,Live,,,,,
1895,6/3/1970 00:00:00,PN ,,ANDRIA,,WESTON,,,,,F                                  ,M,,,,,Live,,,,,
1896,7/22/1953 00:00:00,PN ,,ANDREAS,,LAYTON,,,,,M                                  ,M,,,,,Live,,,,,
1897,8/27/1962 00:00:00,PN ,,ANDREE,,LAWTON,,,,,F                                  ,D,,,,,Live,,,,,
1898,1/15/1962 00:00:00,PN ,,ANDRES,,LITTON,,,,,M                                  ,S,,,,,Live,,,,,
1899,8/25/1969 00:00:00,HH ,,ANDRE,,HINTON,,,,,M                                  ,M,,,,,Live,,,,,
1900,4/16/1935 00:00:00,PN ,,ANDRA,,SISTONEN,,,,,F                                  ,S,,,,,Live,,,,,
1901,9/22/1949 00:00:00,PN ,,ANDREA,,NEWTON,,,,,M                                  ,S,,,,,Live,,,,,
1902,7/18/1953 00:00:00,PN ,,ANISSA,,DEYTON,,,,,F                                  ,M,,,,,Live,,,,,
1903,12/13/1955 00:00:00,PN ,,ANISHA,,BELTON,,,,,F                                  ,D,,,,,Live,,,,,
1904,11/30/1970 00:00:00,PN ,,ANASTACIA,,DENTON,,,,,F                                  ,M,,,,,Live,,,,,
1905,4/16/1935 00:00:00,HH ,,INES,,PINTO,,,,,F                                  ,S,,,,,Live,,,,,
1906,3/13/1948 00:00:00,PN ,,ANASTASIA,,SKETO,,,,,F                                  ,S,,,,,Live,,,,,
1907,5/6/1946 00:00:00,PN ,,ANISA,,GUPTON,,,,,F                                  ,M,,,,,Live,,,,,
1908,12/20/1955 00:00:00,PN ,,ANETTE,,GASTON,,,,,F                                  ,S,,,,,Live,,,,,
1909,3/13/1948 00:00:00,HH ,,ONITA,,NORTON,,,,,F                                  ,S,,,,,Live,,,,,
1910,11/17/1947 00:00:00,PN ,,ANITA,,VITTORIO,,,,,F                                  ,S,,,,,Live,,,,,
1911,8/3/1938 00:00:00,PN ,,ANITRA,,HUTTON,,,,,F                                  ,M,,,,,Live,,,,,
1912,12/9/1963 00:00:00,PN ,,ANATOLE,,FELTON,,,,,M                                  ,M,,,,,Live,,,,,
1913,11/17/1947 00:00:00,HH ,,ANEURIN,,BARTON,,,,,M                                  ,S,,,,,Live,,,,,
1914,8/6/1968 00:00:00,PN ,,ANGUS,,BUXTON,,,,,M                                  ,M,,,,,Live,,,,,
1915,11/10/1954 00:00:00,PN ,,ANTWAN,,MATTOX,,,,,M                                  ,M,,,,,Live,,,,,
1916,8/6/1968 00:00:00,HH ,,ANDY,,TILTON,,,,,M                                  ,M,,,,,Live,,,,,
1917,3/9/1956 00:00:00,PN ,,INEZ,,HYLTON,,,,,F                                  ,S,,,,,Live,,,,,
1918,2/5/1966 00:00:00,PN ,,AMY,,SITTON,,,,,F                                  ,M,,,,,Live,,,,,
1919,3/5/1969 00:00:00,PN ,,OMA,,PATTON,,,,,F                                  ,M,,,,,Live,,,,,
1920,3/9/1956 00:00:00,HH ,,IMA,,BURTON,,,,,F                                  ,S,,,,,Live,,,,,
1921,1/12/1928 00:00:00,PN ,,EMA,,BOSTON,,,,,F                                  ,W,,,,,Live,,,,,
1922,7/22/1951 00:00:00,PN ,,AMI,,HECTOR,,,,,F                                  ,D,,,,,Live,,,,,
1923,1/23/1976 00:00:00,PN ,,AMYAS,,MELTON,,,,,M                                  ,S,,,,,Live,,,,,
1924,11/2/1955 00:00:00,PN ,,IMMANUEL,,LOTTRIDGE,,,,,M                                  ,M,,,,,Live,,,,,
1925,2/17/1974 00:00:00,PN ,,AMPARO,,MONTREUIL,,,,,F                                  ,S,,,,,Live,,,,,
1926,1/12/1928 00:00:00,HH ,,AMIAS,,DASTRUP,,,,,M                                  ,W,,,,,Live,,,,,
1927,7/6/1951 00:00:00,PN ,,EMMA,,PIOTROWSKI,,,,,F                                  ,S,,,,,Live,,,,,
1928,4/15/1948 00:00:00,PN ,,EMMALINE,,BERTRAND,,,,,F                                  ,M,,,,,Live,,,,,
1929,6/21/1958 00:00:00,PN ,,EMMANUEL,,WHITSELL,,,,,M                                  ,S,,,,,Live,,,,,
1930,1/7/1941 00:00:00,PN ,,AMADO,,WATTS,,,,,M                                  ,M,,,,,Live,,,,,
1931,6/30/1942 00:00:00,PN ,,AMADA,,WAITS,,,,,F                                  ,S,,,,,Live,,,,,
1932,7/6/1951 00:00:00,HH ,,EMMETT,,MATTSON,,,,,M                                  ,S,,,,,Live,,,,,
1933,5/16/1948 00:00:00,PN ,,AMEE,,PERTSAS,,,,,F                                  ,M,,,,,Live,,,,,
1934,4/2/1937 00:00:00,PN ,,AMIE,,SCOTT,,,,,F                                  ,D,,,,,Live,,,,,
1935,12/26/1955 00:00:00,PN ,,AMBERLY,,PLATT,,,,,F                                  ,M,,,,,Live,,,,,
1936,4/5/1929 00:00:00,PN ,,AMBER,,HUETTENMUELLER,,,,,F                                  ,S,,,,,Live,,,,,
1937,8/23/1951 00:00:00,PN ,,AMIEE,,TROTTER,,,,,F                                  ,D,,,,,Live,,,,,
1938,5/16/1948 00:00:00,HH ,,OMEGA,,FLATT,,,,,F                                  ,M,,,,,Live,,,,,
1939,3/4/1935 00:00:00,PN ,,IMOGENE,,CLATTERBUCK,,,,,F                                  ,S,,,,,Live,,,,,
1940,10/10/1961 00:00:00,PN ,,EMOGENE,,GANTT,,,,,F                                  ,D,,,,,Live,,,,,
1941,7/30/1949 00:00:00,PN ,,AMMIE,,SHUTT,,,,,F                                  ,S,,,,,Live,,,,,
1942,3/4/1935 00:00:00,HH ,,EMMITT,,HYATT,,,,,M                                  ,S,,,,,Live,,,,,
1943,2/25/1952 00:00:00,PN ,,EMMIE,,FORTUNE,,,,,F                                  ,D,,,,,Live,,,,,
1944,8/1/1970 00:00:00,PN ,,EMIKO,,SHOTWELL,,,,,F                                  ,D,,,,,Live,,,,,
1945,10/10/1963 00:00:00,PN ,,AMALIA,,EASTWOOD,,,,,F                                  ,M,,,,,Live,,,,,
1946,3/22/1971 00:00:00,PN ,,EMILEE,,PATTY,,,,,F                                  ,S,,,,,Live,,,,,
1947,11/10/1973 00:00:00,PN ,,EMELIA,,FOLTZ,,,,,F                                  ,S,,,,,Live,,,,,
1948,2/25/1952 00:00:00,HH ,,AMAL,,KURTZE,,,,,F                                  ,D,,,,,Live,,,,,
1949,4/24/1962 00:00:00,PN ,,EMELINA,,MEETZE,,,,,F                                  ,S,,,,,Live,,,,,
1950,11/24/1956 00:00:00,PN ,,IMELDA,,MAYS,,,,,F                                  ,S,,,,,Live,,,,,
1951,5/8/1958 00:00:00,PN ,,AMELIA,,MIMS,,,,,F                                  ,M,,,,,Live,,,,,
1952,4/24/1962 00:00:00,HH ,,EMELINE,,RUSS,,,,,F                                  ,S,,,,,Live,,,,,
1953,10/13/1976 00:00:00,PN ,,EMILIE,,SIMS,,,,,F                                  ,S,,,,,Live,,,,,
1954,11/7/1973 00:00:00,PN ,,EMILE,,ROSS,,,,,M                                  ,S,,,,,Live,,,,,
1955,4/8/1957 00:00:00,PN ,,EMELDA,,LAWS,,,,,F                                  ,S,,,,,Live,,,,,
1956,10/13/1976 00:00:00,HH ,,EMILIO,,GROS,,,,,M                                  ,S,,,,,Live,,,,,
1957,1/14/1959 00:00:00,PN ,,EMILIA,,IAMS,,,,,F                                  ,S,,,,,Live,,,,,
1958,4/25/1956 00:00:00,PN ,,EMELY,,MEKSA,,,,,F                                  ,D,,,,,Live,,,,,
1959,1/14/1959 00:00:00,HH ,,EMIL,,VANSANDT,,,,,M                                  ,S,,,,,Live,,,,,
1960,6/30/1963 00:00:00,PN ,,EMILY,,BUSSARD,,,,,F                                  ,M,,,,,Live,,,,,
1961,6/30/1963 00:00:00,HH ,,AMANDA,,RAMSBY,,,,,F                                  ,M,,,,,Live,,,,,
1962,8/15/1942 00:00:00,PN ,,EMANUEL,,KUTSCHBCACH,,,,,M                                  ,S,,,,,Live,,,,,
1963,8/15/1942 00:00:00,HH ,,AMINADAB,,WILSEY,,,,,M                                  ,S,,,,,Live,,,,,
1964,10/24/1976 00:00:00,PN ,,AMINA,,WESSELHOEFT,,,,,F                                  ,S,,,,,Live,,,,,
1965,2/14/1957 00:00:00,PN ,,AMBROSE,,JESSEE,,,,,M                                  ,S,,,,,Live,,,,,
1966,4/26/1960 00:00:00,PN ,,AMERICA,,KELSEY,,,,,F                                  ,D,,,,,Live,,,,,
1967,10/24/1976 00:00:00,HH ,,OMAR,,KERSEY,,,,,M                                  ,S,,,,,Live,,,,,
1968,10/16/1959 00:00:00,PN ,,AMIRA,,FAUSETT,,,,,F                                  ,D,,,,,Live,,,,,
1969,11/12/1960 00:00:00,PN ,,EMORY,,REESE,,,,,M                                  ,S,,,,,Live,,,,,
1970,10/19/1947 00:00:00,PN ,,OMER,,MANSEAU,,,,,M                                  ,M,,,,,Live,,,,,
1971,10/16/1959 00:00:00,HH ,,EMERITA,,HASSELL,,,,,F                                  ,D,,,,,Live,,,,,
1972,3/13/1975 00:00:00,PN ,,EMERSON,,CAUSEY,,,,,M                                  ,S,,,,,Live,,,,,
1973,3/13/1975 00:00:00,HH ,,EMERALD,,DAISEY,,,,,F                                  ,S,,,,,Live,,,,,
1974,10/20/1961 00:00:00,PN ,,EMERY,,KISSEE,,,,,M                                  ,S,,,,,Live,,,,,
1975,2/1/1975 00:00:00,PN ,,AMOS,,MESSENGER,,,,,M                                  ,S,,,,,Live,,,,,
1976,4/4/1939 00:00:00,PN ,,EMMY,,HOUSEHOLDER,,,,,F                                  ,S,,,,,Live,,,,,
1977,11/15/1953 00:00:00,PN ,,EMLYN,,DESSERT,,,,,M                                  ,M,,,,,Live,,,,,
1978,10/20/1961 00:00:00,HH ,,EMRYS,,SASSER,,,,,M                                  ,S,,,,,Live,,,,,
1979,7/25/1979 00:00:00,PN ,,ELI,,WEESE,,,,,M                                  ,S,,,,,Live,,,,,
1980,2/21/1945 00:00:00,PN ,,ELA,,MURSET,,,,,F                                  ,D,,,,,Live,,,,,
1981,3/23/1964 00:00:00,PN ,,FLO,,ROSSER,,,,,F                                  ,S,,,,,Live,,,,,
1982,7/25/1979 00:00:00,HH ,,ALF,,MUNSEY,,,,,M                                  ,S,,,,,Live,,,,,
1983,8/12/1959 00:00:00,PN ,,ULA,,HOUSER,,,,,F                                  ,S,,,,,Live,,,,,
1984,7/18/1964 00:00:00,PN ,,ILA,,WHISENHUNT,,,,,F                                  ,M,,,,,Live,,,,,
1985,8/15/1968 00:00:00,PN ,,ALY,,RUSSELL,,,,,M                                  ,S,,,,,Live,,,,,
1986,7/29/1941 00:00:00,PN ,,ALI,,GOSSETT,,,,,F                                  ,S,,,,,Live,,,,,
1987,4/21/1964 00:00:00,PN ,,OLA,,REESER,,,,,F                                  ,S,,,,,Live,,,,,
1988,8/12/1959 00:00:00,HH ,,ELM,,HINSHAW,,,,,M                                  ,S,,,,,Live,,,,,
1989,7/26/1964 00:00:00,PN ,,ALI,,HENSHAW,,,,,M                                  ,S,,,,,Live,,,,,
1990,1/18/1968 00:00:00,PN ,,AL,,HANSHAW,,,,,M                                  ,M,,,,,Live,,,,,
1991,7/26/1964 00:00:00,HH ,,ALVA,,MARSHALL,,,,,M                                  ,S,,,,,Live,,,,,
1992,2/23/1955 00:00:00,PN ,,ALVARO,,CHESHIRE,,,,,M                                  ,S,,,,,Live,,,,,
1993,2/23/1955 00:00:00,HH ,,ELIA,,LORSHBAUGH,,,,,F                                  ,S,,,,,Live,,,,,
1994,12/11/1930 00:00:00,PN ,,ELIAS,,REISINGER,,,,,M                                  ,M,,,,,Live,,,,,
1995,2/8/1955 00:00:00,PN ,,ELLA,,COUSINS,,,,,F                                  ,S,,,,,Live,,,,,
1996,4/7/1951 00:00:00,PN ,,ILEANA,,MASSIE,,,,,F                                  ,D,,,,,Live,,,,,
1997,12/11/1930 00:00:00,HH ,,ELIANA,,MASSINGILL,,,,,F                                  ,M,,,,,Live,,,,,
1998,7/23/1928 00:00:00,PN ,,ILLA,,CUTSINGER,,,,,F                                  ,S,,,,,Live,,,,,
1999,6/23/1956 00:00:00,PN ,,ILDA,,BEASINGER,,,,,F                                  ,S,,,,,Live,,,,,
2000,3/18/1954 00:00:00,PN ,,ALVA,,GOSSICK,,,,,F                                  ,M,,,,,Live,,,,,
2001,7/23/1928 00:00:00,HH ,,ILIANA,,PIRSKO,,,,,F                                  ,S,,,,,Live,,,,,
2002,4/17/1928 00:00:00,PN ,,ELWANDA,,MANSKER,,,,,F                                  ,M,,,,,Live,,,,,
2003,4/17/1928 00:00:00,HH ,,ALIA,,TRASK,,,,,F                                  ,M,,,,,Live,,,,,
2004,3/5/1967 00:00:00,PN ,,ALDA,,RUCSKIN,,,,,F                                  ,D,,,,,Live,,,,,
2005,5/5/1964 00:00:00,PN ,,ALTAGRACIA,,HENSLY,,,,,F                                  ,D,,,,,Live,,,,,
2006,3/5/1967 00:00:00,HH ,,ALTA,,HORSLEY,,,,,F                                  ,D,,,,,Live,,,,,
2007,7/5/1929 00:00:00,PN ,,ALEASE,,HENSLEY,,,,,F                                  ,W,,,,,Live,,,,,
2008,9/17/1952 00:00:00,PN ,,ELLAN,,HEISLER,,,,,F                                  ,S,,,,,Live,,,,,
2009,10/1/1965 00:00:00,PN ,,ALLA,,CHESMORE,,,,,F                                  ,S,,,,,Live,,,,,
2010,5/17/1952 00:00:00,PN ,,ALBA,,HAUSMANN,,,,,F                                  ,M,,,,,Live,,,,,
2011,7/5/1929 00:00:00,HH ,,ELMA,,EIDSON,,,,,F                                  ,W,,,,,Live,,,,,
2012,11/27/1970 00:00:00,PN ,,ELLAMAE,,LARSON,,,,,F                                  ,D,,,,,Live,,,,,
2013,12/30/1968 00:00:00,PN ,,ELBA,,HAUSO,,,,,F                                  ,M,,,,,Live,,,,,
2014,2/29/1968 00:00:00,PN ,,ALMA,,ROSSON,,,,,F                                  ,S,,,,,Live,,,,,
2015,5/21/1975 00:00:00,PN ,,ELZA,,SISSON,,,,,F                                  ,S,,,,,Live,,,,,
2016,6/14/1957 00:00:00,PN ,,ELDA,,DOTSON,,,,,F                                  ,M,,,,,Live,,,,,
2017,11/27/1970 00:00:00,HH ,,ELNA,,WATSON,,,,,F                                  ,D,,,,,Live,,,,,
2018,12/8/1943 00:00:00,PN ,,ELEANOR,,RONSON,,,,,F                                  ,M,,,,,Live,,,,,
2019,12/8/1943 00:00:00,HH ,,ELVA,,PINSON,,,,,F                                  ,M,,,,,Live,,,,,
2020,6/3/1945 00:00:00,PN ,,ELSA,,CISSON,,,,,F                                  ,M,,,,,Live,,,,,
2021,6/3/1945 00:00:00,HH ,,ELEANORA,,WILSON,,,,,F                                  ,M,,,,,Live,,,,,
2022,9/6/1963 00:00:00,PN ,,OLGA,,HUDSON,,,,,F                                  ,S,,,,,Live,,,,,
2023,5/31/1949 00:00:00,PN ,,ELEASE,,VINSON,,,,,F                                  ,M,,,,,Live,,,,,
2024,3/14/1943 00:00:00,PN ,,ALLAN,,LAWSON,,,,,M                                  ,M,,,,,Live,,,,,
2025,9/22/1956 00:00:00,PN ,,ELEANORE,,NEWSOM,,,,,F                                  ,S,,,,,Live,,,,,
2026,7/14/1930 00:00:00,PN ,,ALEC,,BENSON,,,,,M                                  ,M,,,,,Live,,,,,
2027,9/6/1963 00:00:00,HH ,,ALICE,,DAWSON,,,,,F                                  ,S,,,,,Live,,,,,
2028,7/23/1937 00:00:00,PN ,,ALICIA,,BESSOM,,,,,F                                  ,M,,,,,Live,,,,,
2029,12/26/1957 00:00:00,PN ,,ALECK,,HANSON,,,,,M                                  ,D,,,,,Live,,,,,
2030,1/18/1951 00:00:00,PN ,,ELICIA,,JEPSON,,,,,F                                  ,D,,,,,Live,,,,,
2031,1/5/1953 00:00:00,PN ,,ALECIA,,NELSON,,,,,F                                  ,D,,,,,Live,,,,,
2032,7/26/1943 00:00:00,PN ,,ALICA,,WANSOR,,,,,F                                  ,S,,,,,Live,,,,,
2033,7/23/1937 00:00:00,HH ,,ALYCIA,,SWESS,,,,,F                                  ,M,,,,,Live,,,,,
2034,8/29/1966 00:00:00,PN ,,ALYCE,,CRESSMAN,,,,,F                                  ,D,,,,,Live,,,,,
2035,9/7/1964 00:00:00,PN ,,ALICK,,CHESS,,,,,M                                  ,S,,,,,Live,,,,,
2036,8/29/1966 00:00:00,HH ,,ELIDA,,LEISSNER,,,,,F                                  ,D,,,,,Live,,,,,
2037,2/12/1970 00:00:00,PN ,,ELADIA,,TRUSSELL,,,,,F                                  ,S,,,,,Live,,,,,
2038,9/7/1952 00:00:00,PN ,,GLADIS,,HOUSTON,,,,,F                                  ,M,,,,,Live,,,,,
2039,2/12/1970 00:00:00,HH ,,ELIDIA,,RALSTON,,,,,F                                  ,S,,,,,Live,,,,,
2040,10/2/1960 00:00:00,PN ,,CLYDE,,DONSTON,,,,,F                                  ,D,,,,,Live,,,,,
2041,8/31/1970 00:00:00,PN ,,GLADYS,,LIESTER,,,,,F                                  ,S,,,,,Live,,,,,
2042,11/1/1958 00:00:00,PN ,,GLADY,,GARST,,,,,F                                  ,S,,,,,Live,,,,,
2043,10/2/1960 00:00:00,HH ,,CLYDE,,GROSTIETA,,,,,M                                  ,D,,,,,Live,,,,,
2044,6/10/1965 00:00:00,PN ,,ALIDA,,ARMSTRONG,,,,,F                                  ,M,,,,,Live,,,,,
2045,6/10/1965 00:00:00,HH ,,ELODIA,,MILSTEAD,,,,,F                                  ,M,,,,,Live,,,,,
2046,6/29/1969 00:00:00,PN ,,ALLEGRA,,ROYSTON,,,,,F                                  ,S,,,,,Live,,,,,
2047,6/24/1965 00:00:00,PN ,,ALLENE,,KRISTVIK,,,,,F                                  ,D,,,,,Live,,,,,
2048,6/29/1969 00:00:00,HH ,,ALLEN,,BEASTON,,,,,M                                  ,S,,,,,Live,,,,,
2049,12/27/1960 00:00:00,PN ,,ALLEEN,,OLMSTEAD,,,,,F                                  ,M,,,,,Live,,,,,
2050,10/11/1959 00:00:00,PN ,,ELKE,,KRISTOPHER,,,,,F                                  ,M,,,,,Live,,,,,
2051,2/22/1964 00:00:00,PN ,,ELDEN,,QUIST,,,,,M                                  ,S,,,,,Live,,,,,
2052,12/27/1961 00:00:00,PN ,,ELSE,,LE SUEUR,,,,,F                                  ,S,,,,,Live,,,,,
2053,5/19/1957 00:00:00,PN ,,ALEEN,,WASSUM,,,,,F                                  ,M,,,,,Live,,,,,
2054,12/27/1960 00:00:00,HH ,,ELVERA,,AINSWORTH,,,,,F                                  ,M,,,,,Live,,,,,
2055,6/15/1948 00:00:00,PN ,,ALBERT,,BRASWELL,,,,,M                                  ,M,,,,,Live,,,,,
2056,12/30/1970 00:00:00,PN ,,ALGERNON,,FORSYTHE,,,,,M                                  ,S,,,,,Live,,,,,
2057,4/7/1959 00:00:00,PN ,,ELMER,,VANSYCKLE,,,,,M                                  ,M,,,,,Live,,,,,
2058,6/15/1948 00:00:00,HH ,,ELMER,,TEER,,,,,F                                  ,M,,,,,Live,,,,,
2059,2/2/1932 00:00:00,PN ,,ELLEN,,MUIR,,,,,F                                  ,S,,,,,Live,,,,,
2060,4/17/1970 00:00:00,PN ,,ELBERT,,HAIR,,,,,M                                  ,D,,,,,Live,,,,,
2061,8/30/1973 00:00:00,PN ,,ALBERTO,,DYER,,,,,M                                  ,S,,,,,Live,,,,,
2062,2/2/1932 00:00:00,HH ,,ALVERTA,,GEER,,,,,F                                  ,S,,,,,Live,,,,,
